Job title,Business Group,Job location,Country of work,Job category,Responsibilities,Link to where the specific job is posted.
41310-PUBGM 海外品牌经理 ,IEG,深圳,中国,营销与公关,"负责手游产品在全球市场的整合营销工作，包括但不限于产品品牌定位、品牌VI指定、年度市场策略指定和执行计划实施、市场预算管理等工作；负责手游产品的市场分析、用户研究、跨界合作、广告创意、媒介投放、公关传播、事件营销等策略和执行工作；负责手游产品的合作伙伴及资源拓展，为市场工作效果负责。

",http://careers.tencent.com/jobdesc.html?postId=1440988743140909056
41311-海外手游网红管理（欧洲）,IEG,深圳,中国,营销与公关,"1）负责游戏的PGC、UGC内容运营，搭建优质内容的产出能力，与内容CP、玩家、内容作者对接，建立内容的生产、筛选、分发机制；专注用户需求和玩法本身，输出用户意见反馈至产品和市场，协助产品对外宣进行口碑调优；
2）负责游戏用户运营，搭建各类玩家外团，带领外团开展工作。对明星公会、玩家网红、UGC达人等进行维护和宣传，培养和沉淀KOL；
3）网红的内容输出以及整体内容曝光度负责，策划用户喜爱的相关内容产出，提升整体游戏品牌以及内容的曝光。  
",http://careers.tencent.com/jobdesc.html?postId=1439067481409855488
26381-文旅KA销售岗（北京/深圳/成都/上海）,CSIG,北京,中国,销售、服务与支持,"1、熟悉文旅、会展、酒店行业，具备相关的行业经验；
具备优秀的业务拓展能力;
·具备一定的方案设计能力,在复杂环境下达成客户满意度;
.具备给大型行业客户及客户高层提供有价值策略建议的能力;
.熟悉云计算、大数据基本知识,能够独立输出基本方案;
.熟练的销售技巧,具备丰富的落地实战经验
.能深入理解客户需求，结合行业细分场景下的业务、技术最新发展的商业场景理解能力，具有技术背景者优先
2、5年以上销售工作经验。有文旅、会展、酒店行业客户关系积累
3、具有较强的沟通协调能力及团队协作能力；
4、具有较强的逻辑思维、换位思考能力，能准确把握行业客户的痛点和需求，具有较强的书面表达能力和沟通能力。
",http://careers.tencent.com/jobdesc.html?postId=1434085322483834880
41311-海外游戏项目管理（东南亚）,IEG,深圳,中国,营销与公关,"熟悉国内外游戏市场，并对海外游戏运营工作中的特定模块（如本地化、渠道、社区、版本管理、商业化、市场、活跃、运营数据分析等）进行了解并运用到工作当中；
探索各品类游戏发行的模式与特点，对接东南亚各区域市场，针对新游戏在该地区的发型策略做出前期规划；
产品发行阶段作为区域市场对接人，与东南亚本地同事配合，承接日常市场项目管理的职能，产品包括PUBGM等头部产品；
",http://careers.tencent.com/jobdesc.html?postId=1432500492621062144
41310-PUBGM Senior Marketing Development Manager,IEG,深圳,中国,营销与公关,"-负责PUBG Mobile全球合作拓展，发掘和维护各类重要合作伙伴；
-负责PUBG Mobile全球电竞赛事招商，维护现在赞助商关系并发掘新合作机会；
-配合游戏版本需求，负责各类与游戏深度匹配的核心IP引入，为商业化结果负责；
-负责PUBG Mobile 在全球范围内的各类跨区域品牌联合推广；",http://careers.tencent.com/jobdesc.html?postId=1435796508220858368
41311-手游市场品牌经理（南亚）,IEG,深圳,中国,营销与公关,"1. 负责手游产品在全球市场的整合营销工作，包括但不限于产品品牌定位、品牌VI指定、年度市场策略指定和执行计划实施、市场预算管理等工作；
2. 负责手游产品的市场分析、用户研究、广告创意、媒介投放、公关传播、事件营销等策略和执行工作；
3. 负责手游产品的合作伙伴及资源拓展，为市场工作效果负责。",http://careers.tencent.com/jobdesc.html?postId=1438301047234764800
41311-海外高级市场经理（东南亚）,IEG,深圳,中国,营销与公关,"1.负责东南亚港台品牌包装和产品定位，推进游戏产品在海外市场的品牌宣传和营销落地，提升产品的知名度和美誉度；
2.深度发掘主流社交渠道媒体等平台的传播模式，制定有社交传播效应的内容，包括图文、视频、线上线下活动等创意方案；
3.负责产品各阶段投放推广规划，与投放团队沟通广告素材创意和效果优化，定期复盘效果并输出优化方案，对整体推广ROI负责；
4.分析研究海外手游市场环境，及时刷新竞品/新品分析、市场趋势及情报分析，掌握前瞻资讯",http://careers.tencent.com/jobdesc.html?postId=1348571769178431488
41311-海外游戏市场营销（欧洲）,IEG,深圳,中国,营销与公关,"1. 负责全球头部出海产品欧洲区域运营发行工作，探索和把控欧洲市场用户游戏习惯，根据运营节点和当地特性，输出本地化整合营销方案
2. 与运营其他岗位如活动、商业化、社群等模块紧密协作，共同完成运营目标；
3. 配合营销团队，负责产品在区域的市场策略制定、预算管理、市场分析、用户研究、广告创意、媒介投放、公关传播、事件营销等策略和执行工作；
4. 负责产品的合作伙伴及资源拓展，为推广工作效果负责。
",http://careers.tencent.com/jobdesc.html?postId=1404739586730500096
41311-海外游戏渠道推广（北美）,IEG,深圳,中国,营销与公关,"1、负责射击品类战略产品的渠道用户增长工作，根据产品计划及节点，调整渠道计划，包括部分区域计划以及全球计划；
2、对全球各区域市场有清晰的认知，能够针对各个区域给出明确的渠道计划，负责产品前期用户新增及稳定期持续拉新拉回流，助力业务发行海外。",http://careers.tencent.com/jobdesc.html?postId=1439067478444482560
41311-海外游戏市场营销（北美区域）,IEG,深圳,中国,营销与公关,"1. 负责全球头部出海产品北美区域运营发行工作，探索和把控北美市场用户游戏习惯，根据运营节点和当地特性，输出本地化整合营销方案
2. 与运营其他岗位如活动、商业化、社群等模块紧密协作，共同完成运营目标；
3. 配合营销团队，负责产品在区域的市场策略制定、预算管理、市场分析、用户研究、广告创意、媒介投放、公关传播、事件营销等策略和执行工作；
4. 负责产品的合作伙伴及资源拓展，为推广工作效果负责。
",http://careers.tencent.com/jobdesc.html?postId=1426089145272377344
30629-高级市场拓展分析经理（深圳）,CDG,深圳,中国,营销与公关,"作为洞察与研究分析团队的成员，开展各项广告媒体的商业洞察、商业拓展分析项目，包括：
行业化业务拓展研究支撑：开展多行业的营销环境、营销需求分析，帮助业务团队与市场团队系统梳理行业现状、数字化营销切入重点、及go-to-market落地实施的关键推进方法。
垂直行业营销分析：助力业务团队形成完整的细分行业营销方法论与模型，通过白皮书、行业报告、课程等方式，有效影响行业客户的策略制定与资源分配；
流量/产品商业化优化方向研究：针对各流量商业化产品，开展调研项目，通过研究自身能力与竞品商业模式、运营模式、产品特点等，输出有价值的研究结论，支撑产品商业化策略的优化输出，帮助业务团队全方面了解客户需求及售卖机会点；
toB市场策略的研究支撑与效果分析：与团队一起建立有效的toB市场项目效果分析体系，通过不断的追踪与分析，帮助团队提升市场项目的有效性与整体的投入产出比。
",http://careers.tencent.com/jobdesc.html?postId=0
30627-腾讯广告商务服务行业销售经理（北京）,CDG,北京,中国,销售、服务与支持,"负责腾讯广告商服行业客户的销售工作，包括行业洞察、商机拓展和管理获取更多商机；
根据客户目标提供具有前瞻性的销售分析和建议，向客户提出明晰的效果投放或品牌推广建议；
与客户建立并维护合作关系，解决客户实际业务困难；
与运营同事配合定期与客户review账户投放情况，提出下一步的计划；
与策划同时配合输出品牌提案，新客户拓展及新商机把握；
了解行业发展趋势及行业动态，了解竞品市场广告产品情况。?",http://careers.tencent.com/jobdesc.html?postId=0
41309-海外手游品牌经理,IEG,深圳,中国,营销与公关,"负责海外目标市场的整体游戏推广工作，结合运营节点及版本内容制定推广策略及活动方案，持续提升产品影响力、用户关注度及引导正向口碑，反哺游戏新进、活跃及回流；
对接目标市场的具体市场工作落地，包括但不限于节点市场推广落地、整体UA策略、PR、本土合作、电竞等市场向工作落地。",http://careers.tencent.com/jobdesc.html?postId=0
30627-腾讯广告华南汽车行业广告销售经理（广州）,CDG,广州,中国,销售、服务与支持,"销售达成: 负责华南交通客户的开发和维护工作，完成公司下达的销售任务，建立与客户的良好合作关系；
运营协作：与公司关联部门联系沟通，确保项目的及时运营与问题反馈，以及资源的合理利用与开发；
推动解决方案：通过一线的客户沟通，敏感捕捉市场的需求，不断和公司关联部门提出并推动新的客户解决方案；
决策支持：收集并整理相关的市场及客户信息，及时将信息汇报上级，为公司的业务决策提供信息支持；",http://careers.tencent.com/jobdesc.html?postId=1442806292472143872
21089-英雄联盟品牌经理,IEG,深圳,中国,营销与公关,"负责“英雄联盟端游及同IP系列衍生手游”的品牌定位、市场策略制定、品牌标准化工作； 
负责“英雄联盟端游及同IP系列衍生手游”的用户研究、年度推广的策略制定和执行工作； 
负责“英雄联盟端游及同IP系列衍生手游”的广告创意、公关传播、事件营销等策划和执行工作； 
以项目管理的方式，独立完成各项活动的主题策划、方案设计、内容整合、执行全过程，验收评估； 
协调整合内外各类资源，推进品牌推广计划的实施。",http://careers.tencent.com/jobdesc.html?postId=1376918860434776064
14914-高级品牌整合经理（深圳）,CDG,深圳,中国,营销与公关,"负责腾讯集团品牌的整合传播项目策划与执行，特别是公司科学大会和医学大会项目；
推动与重要IP、战略合作伙伴合作项目落地及执行；
从腾讯技术、科技突破出发，开发及策划科技传播项目；
主动探索及维护公司内外部合作伙伴，积极寻找项目结合点，为公司争取匹配的营销资源；
带领供应商进行创意广告、内容创作、传播素材的执行。
",http://careers.tencent.com/jobdesc.html?postId=0
14914-高级品牌整合经理（深圳）,CDG,深圳,中国,营销与公关,"负责腾讯集团品牌的整合传播项目策划与执行；
在腾讯集团与头部文化文博IP的战略合作基础之上策划创意传播项目，表达品牌使命及愿景，树立品牌形象；
传统文化IP内容出发，主动提出创意构想，开发及策划新文创项目；
主动探索及维护公司内外部合作伙伴，积极寻找项目结合点，为公司争取匹配的营销资源；
带领供应商进行创意广告、内容创作、传播素材的执行。
",http://careers.tencent.com/jobdesc.html?postId=0
WXG05-微信品牌营销经理,WXG,广州,中国,营销与公关,"1、 基于微信生态发展，参与制定不同阶段的微信品牌策略，运用创新、引领的营销方式有效诠释和传达品牌价值观和态度；
2、 针对具体业务需求，有策略地将产品能力、创新玩法与营销目标结合，并通过线上线下多手段立体化营销，统筹执行方案，达成项目目标；
3、 基于平台需要，挖掘和探索生态内的营销新模式，通过灵活的方式达成不同阶段营销需求；
4、 推进与全球各领域合作伙伴良好的合作关系建立，拉通内外部资源，最大化提升营销效率。",http://careers.tencent.com/jobdesc.html?postId=0
41309-海外广告高级投放经理,IEG,深圳,中国,营销与公关,"1.负责游戏产品的Google/Facebook等平台广告投放，操作广告后台投放及优化，针对不同产品/目标市场制定广告投放策略和计划；
2.对广告数据进行追踪监测，对渠道及广告素材表现进行数据分析与总结，数据导向优化广告表现，为后续的营销方案提供数据支持；
3.定期产出广告素材创意，并与美宣部门沟通配合确保创意完整输出；
4.定期进行产品大盘数据review，以国家/广告平台/时间/素材等维度进行数据分析并输出指导性结论；
5.主导筹备期产品的测试需求，输出完整测试结论，统筹测试期素材落地。
",http://careers.tencent.com/jobdesc.html?postId=1423127745835048960
45764-腾讯体育市场传播经理,PCG,北京,中国,营销与公关,"支持腾讯体育市场营销中心在北京冬奥会、NBA等重点项目中的整合营销业务，协助团队完成日常传播工作
重点支持腾讯体育相关项目在社交侧的传播，包括但不仅限于整体传播方案策划、亮点创意、话题梳理、跨部门协作、外部合作、供应商管理等

注：本职位为项目制职位， 项目制员工也属于腾讯正式员工。
",http://careers.tencent.com/jobdesc.html?postId=1425485592879177728
43477-游戏媒介经理,IEG,深圳,中国,营销与公关,"为光子游戏/IP/赛事营销制定媒体合作和投放计划；
负责媒介投放执行和效果监测；负责拓展和维护媒体资源库，管理媒介供应商关系；
基于行业和媒体环境变化挖掘适合不同产品的媒体合作模式。",http://careers.tencent.com/jobdesc.html?postId=1402527952133955584
45764-腾讯体育市场营销负责人,PCG,北京,中国,营销与公关,"1、负责腾讯体育整体的营销策略和市场推广计划制定；
2、基于平台属性以及体育项目的特点，通过用户洞察、媒介投放、创意策划、事件营销等，完成重要的赛事节点campaign的落地执行；
3、统筹产品、运营等跨部门资源，满足业务需求，推进项目的施行。",http://careers.tencent.com/jobdesc.html?postId=1453605533503201280
45121-境外钱包商务拓展经理,CDG,香港（中国）,中国,销售、服务与支持,"1.负责境外钱包商户拓展的相关工作，包括进行行业分析、销售分析和执行总结，管理商户以达到业务目标。
2.发掘用户、商户痛点，驱动并成功捕捉新的商机；
3.与重要客户建立并维持良好的业务关係，良好结合商户与平台的资源，协同推动业务增长。 
4.参与业务项目管理，能对商户接入、拓展、运营的生命周期进行梳理，管理所负责的项目进展，及时识别项目风险，并确保按时、保质交付项目；",http://careers.tencent.com/jobdesc.html?postId=0
41309-海外游戏营销商务拓展,IEG,深圳,中国,营销与公关,"负责游戏产品在全球市场的品牌合作、明星艺人（声优、画师等）、知名IP联合营销工作，基于产品的发行策略及目标市场洞察，匹配合适的品牌和艺人资源；
独立完成营销策划、合作洽谈、签约并执行落地，帮助业务达成营销目标；
搭建海外市场艺人、BD和IP资源体系和商务能力及相关内外部协作流程； 发掘和维护全球明星、跨界品牌、知名IP的合作关系。对全球游戏的明星、品牌和IP联动项目保持监测。",http://careers.tencent.com/jobdesc.html?postId=0
30627-腾讯广告营销策划经理(北京）,CDG,北京,中国,营销与公关,"通过商业数据分析得出行业洞察，提供销售运营业务提升的方案与建议；
协助分析互联网营销趋势及行业营销变化，支持行业营销解决方案的制定，提前布局；
负责KA客户的广告合作推进，需求理解并可以制定特定的营销策划方案；
对具体细分行业进行深入研究，能够有针对性地结合腾讯各资源产品找到行业突破点，不断洞察和挖掘客户需求，产出行业性的数字营销方法论。 

",http://careers.tencent.com/jobdesc.html?postId=1428933272657731584
41066-腾讯云国际高级运营经理,CSIG,深圳,中国,销售、服务与支持,"1.	对接海外大区的整体运营工作，目标是协助大区业务增长。
2.	分析和梳理运营数据，深度了解本地业务发展，总结及推荐方案给本地团队及管理层。
3.	在总部协调各方资源帮助业务前线解决问题，帮助优化完善业务或产品解决方案，实现价值最大化。
4.	对接本地销售及架构师需求，深度了解海外客户需求，支持销售运营，设计和实施战略路线图，以确保区域和业务在关键战略计划上保持一致。
5.	从业务角度，优化内部运营流程及推动内部产品开发优化流程工具
",http://careers.tencent.com/jobdesc.html?postId=1343385244073467904
28481-医疗行业生态合作经理（上海/成都/深圳）,CSIG,深圳,中国,销售、服务与支持,"1.负责医疗行业相关项目的对接、跟进及拓展等工作，包含医院、医疗机构、卫健委、疾控中心等医疗相关组织、合作伙伴的对接、洽谈及合作推进；
2.负责跟进项目方案，协调产品技术进行商务推进，对合作项目实施进行监督，对项目落地结果负责；
3.负责医疗行业前沿领域信息收集及分析，挖掘市场潜在需求、保持对合作伙伴相关领域的敏感和追踪，及时反馈并建议，为项目决策提供辅助参考；
4.为相关需求团队提供医疗相关专业指导、为合作伙伴提供医疗相关专业支撑；
5.协助建立医疗行业生态合作体系，为项目实施落地提供资源储备。",http://careers.tencent.com/jobdesc.html?postId=1364792063979167744
28481-医疗行业生态合作经理（上海/成都/深圳）,CSIG,成都,中国,销售、服务与支持,"1.负责医疗行业相关项目的对接、跟进及拓展等工作，包含医院、医疗机构、卫健委、疾控中心等医疗相关组织、合作伙伴的对接、洽谈及合作推进；
2.负责跟进项目方案，协调产品技术进行商务推进，对合作项目实施进行监督，对项目落地结果负责；
3.负责医疗行业前沿领域信息收集及分析，挖掘市场潜在需求、保持对合作伙伴相关领域的敏感和追踪，及时反馈并建议，为项目决策提供辅助参考；
4.为相关需求团队提供医疗相关专业指导、为合作伙伴提供医疗相关专业支撑；
5.协助建立医疗行业生态合作体系，为项目实施落地提供资源储备。",http://careers.tencent.com/jobdesc.html?postId=1315500847462883328
43894-腾讯云华西区域销售（贵阳）,CSIG,贵阳,中国,销售、服务与支持,"负责腾讯云在华西区域的销售工作，包括目标客户的开发与维护及跟进，市场策略制定、合作伙伴管理等；
聚焦销售，有坚定的执行力，达成公司制定的目标任务和KPI考核目标；
维护跟进现有客户的商务关系，在现有基础上拓展客户业务需求。",http://careers.tencent.com/jobdesc.html?postId=1123175407026180096
43894-腾讯云华西区域销售（兰州）,CSIG,兰州,中国,销售、服务与支持,"负责腾讯云产品在文旅行业市场开拓和销售工作，包括与文旅行业政府主管部门、行业协会对接；
制定腾讯云文旅行业在当地的合作策略，制定落地方案，开发潜在客户，整合生态资源，达成商业化目标。
",http://careers.tencent.com/jobdesc.html?postId=1268543658395705344
43894-腾讯云华西区域销售（重庆）,CSIG,重庆,中国,销售、服务与支持,"负责腾讯云在华西区域的销售工作，包括目标客户的开发与维护及跟进，市场策略制定、合作伙伴管理等；
聚焦销售，有坚定的执行力，达成公司制定的目标任务和KPI考核目标；
维护跟进现有客户的商务关系，在现有基础上拓展客户业务需求。",http://careers.tencent.com/jobdesc.html?postId=1242746873182162944
43894-腾讯云华西区域商业行业销售（成都）,CSIG,成都,中国,销售、服务与支持,"负责腾讯云产品在互联网金融行业的销售工作，包括潜在客户的开发、维护及跟进，达成商业化目标；?
定期拜访目标客户，策略化引导互联网金融客户云需求，制定合理方案，并负责方案提示、谈判，协调公司相关部门的工作，确保方案的有效实施；?
建立并维持与现有互联网金融KA客户群整体与关键性商务关系，制定客户群拓展策略，并推进各类合作项目落地；
建立大客户档案，确保各项资料完整，准确，并做好动态管理。 ",http://careers.tencent.com/jobdesc.html?postId=1230831825098641408
43894-腾讯云华西区域通用行业销售（成都）,CSIG,成都,中国,销售、服务与支持,"负责腾讯云在华西区域的销售工作，包括目标客户的开发与维护及跟进，市场策略制定、合作伙伴管理等； 
聚焦销售，有坚定的执行力，达成公司制定的目标任务和KPI考核目标； 
维护跟进现有客户的商务关系，在现有基础上拓展客户业务需求。",http://careers.tencent.com/jobdesc.html?postId=1123177895661932544
43894-腾讯云华西区域商业行业销售（西安）,CSIG,西安,中国,销售、服务与支持,"负责腾讯云产品在互联网金融行业的销售工作，包括潜在客户的开发、维护及跟进，达成商业化目标；?
定期拜访目标客户，策略化引导互联网金融客户云需求，制定合理方案，并负责方案提示、谈判，协调公司相关部门的工作，确保方案的有效实施；?
建立并维持与现有互联网金融KA客户群整体与关键性商务关系，制定客户群拓展策略，并推进各类合作项目落地；
建立大客户档案，确保各项资料完整，准确，并做好动态管理。 ",http://careers.tencent.com/jobdesc.html?postId=1308021582953717760
43894-腾讯云华西区域通用行业销售（西安）,CSIG,西安,中国,销售、服务与支持,"负责腾讯云在华西区域的销售工作，包括目标客户的开发与维护及跟进，市场策略制定、合作伙伴管理等；
聚焦销售，有坚定的执行力，达成公司制定的目标任务和KPI考核目标； 
维护跟进现有客户的商务关系，在现有基础上拓展客户业务需求。",http://careers.tencent.com/jobdesc.html?postId=1308021581905141760
43894-腾讯云华西区域销售（昆明）,CSIG,昆明,中国,销售、服务与支持,"负责腾讯云在华西区域的销售工作，包括目标客户的开发与维护及跟进，市场策略制定、合作伙伴管理、新商业模式开拓等；
聚焦销售，有坚定的执行力，达成公司制定的目标任务和KPI考核目标；
维护跟进现有客户的商务关系，在现有基础上拓展客户业务需求。",http://careers.tencent.com/jobdesc.html?postId=1308293392962166784
25663-腾讯云安全业务发展经理（上海）,CSIG,上海,中国,营销与公关,"1.负责云安全产品的金融&互联网&企业用户行业拓展，并完成相关数字、客户覆盖等指标
2.负责整合销售&安全产品资源，推进行业标杆客户开发、建立合作、有效识别客户诉求并执行落地
3.负责行业战略拓展规划，识别目标客户，实现战略拓展目标，沉淀解决方案打法理论
4.负责战略项目拓展，有较强的项目运作能力，优化商业模式目标与实际执行落地",http://careers.tencent.com/jobdesc.html?postId=1423588040395202560
26699-行业市场与平台营销经理 ,CSIG,深圳,中国,营销与公关,"1、根据业务目标，洞察各类零售企业和服务商的需求，独立策划平台级营销项目和平台营销活动（跨事业群、跨部门、跨不同类型企业），例如新消费品孵化项目、奖项营销、竞赛营销（包括但不局限于客户业绩竞赛/服务商业绩竞赛/导购竞赛/直播竞赛等私域领域）等
2、定义平台的角色和制定平台运营规则，独立主动的策划项目，并进行体系化的项目管理、项目沟通，推动项目结果成功落地
3、主要对接服饰运动、美妆、3C电子、奢侈品等垂直行业，根据业务目标及需求进行市场工作内容的规划，负责市场策略制定和市场项目的落地执行
4、负责智慧零售行业外参会议的整体规划，含会议扫描、会议筛选、参会策略制定和参会执行等工作

",http://careers.tencent.com/jobdesc.html?postId=1412620340357505024
WXG10-321 企业微信商务推广经理-制造（上海/广州/成都）,WXG,成都,中国,销售、服务与支持,"1. 负责企业微信 区域制造、农林渔牧 等行业客户拓展；
2. 完成业绩指标，如客户新增、收入等； 
3. 建立区域客户标杆，发展区域合作伙伴，拓展区域合作资源，持续运营及拓展区域客户；
4. 提升区域细分行业市场占有率",http://careers.tencent.com/jobdesc.html?postId=1369130760639881216
WXG10-企业微信私有化版本-客户成功经理（广州）,WXG,广州,中国,销售、服务与支持,"工作职责：
1、研究政府、金融、大型企业、教育等行业趋势，理解行业和客户需求，匹配平台和服务商产品能力，输出行业方案；针对客户创新个性化需求，提供定制化的策划方案；
2、负责企业微信私有化版项目的规划设计、需求分析、方案设计、招投标工作、交付支持、推广服务支持，完成大客户攻坚；
3、熟练掌握产品技术细节，挖掘客户需求的本质，将客户需求转化为产品需求，与产品团队共研新功能特性的设计，加速客户价值的转化；
4、帮助客户完成系统的上线，辅助客户管理员完成全员拉活和应用系统接入，能有效整合平台资源和服务商资源；
5、负责行业推广和功能宣讲，能够出色的策划、组织、实施行业会议；了解行业动向，及时、准确地研究、监控、分析竞争对手动态，并提出相应的对策。

工作地点：北京，上海，广州/深圳",http://careers.tencent.com/jobdesc.html?postId=1217369498869305344
WXG10-321 企业微信商务推广经理（上海-教育行业）,WXG,上海,中国,销售、服务与支持,"负责企业微信商务推广，制定行业解决方案并推动落地执行；
根据行业特性提出产品及解决方案的优化办法，提升用户使用体验；
负责统筹项目进度、推动项目产出，分析和输出项目数据以及标杆案例包装与呈现等。",http://careers.tencent.com/jobdesc.html?postId=1369130867623993344
WXG10-321 企业微信商务推广经理-3C数码家电（上海）,WXG,上海,中国,销售、服务与支持,"1. 负责企业微信北区东区 3C电子、数码家电行业客户拓展；
2. 完成业绩指标，如客户新增、收入等； 
3. 建立区域客户、细分行业标杆，发展区域合作伙伴，持续运营区域客户；",http://careers.tencent.com/jobdesc.html?postId=1369130767409487872
43478-内容渠道拓展高级经理-FPS方向（深圳）,IEG,深圳,中国,营销与公关,"是主流视频及内容社区的深度用户，是玩梗高手和创意大师。对于现象级内容营销案例，有自己独到的见解。负责搭建相关产品的内容生态，包含但不限于直播、短视频、精品图文等内容形态，输出整体的内容策略，并依据不同节点和用户圈层，进行差异化打法。依托产品的生命周期，长线运营作者生态，构建专属的扶持机制和晋升机制。与内外部团队紧密协作，优化现有的内容生产机制，提升内容产出效率和平台覆盖渗透。以结果为导向，以数据为依托，建立评估维度并持续加强内容生态的良性发展。
",http://careers.tencent.com/jobdesc.html?postId=1423246313058738176
