word,count
开展调研,2
开拓,29
开放,22
开放性,4
异业,9
引入,29
引导,16
引流,1
引进,1
引领,3
强有力,4
归档,2
归纳,8
录取,2
形式,2
形态,4
形成,12
影业,2
影响力,65
影视,5
影视剧,1
微信,121
心智,4
快递,1
态度,1
思维,5
思考,1
思路,1
总体目标,1
总结,21
总结经验,7
总部,5
总集,2
情况,9
情感,1
想法,2
意见,1
意见反馈,2
感知,1
愿意,1
愿景,2
懂得,2
成功经验,2
成本,2
我司,8
战斗力,2
战略,27
战略伙伴,1
战略目标,1
战略规划,5
战队,1
所在区域,1
所需,2
手册,1
手机,4
手游,25
打法,37
打磨,1
打通,6
打造,17
托管,1
执行,95
执行力,35
扩充,3
扩展,2
扩散,5
扫描,11
承担,4
承接,10
技巧,1
技术,12
技术咨询,2
技术类,10
技术细节,6
把关,2
把控,1
把握,10
抓取,1
抓手,2
投入,2
投前,2
投后,9
投手,2
投放,50
投方,2
投标,8
投标竞争,8
投融资,2
投资,11
抗压性,1
报业,2
报价,10
报告,1
报表,2
担任,7
担当,1
拆解,14
拉动,1
拉升,2
拉活,6
拓展,304
招募,5
招商,5
招标,8
拜访,69
拟定,8
拳头,1
持续性,1
指定,13
指导,3
指导性,5
指引,2
指标,37
指标体系,5
按计划,1
挑战,12
挖掘,87
挽回,2
捕捉,17
损益,8
授权,26
掌握,2
掌握业务,2
探求,23
探索,49
接入,12
接受,1
接口,9
接待,2
接洽,1
推动,76
推广,143
推荐,2
推行,4
推进,26
提供,21
提供商,8
提供数据,18
提出,10
提升,67
提单,2
提报,4
提案,6
提炼,22
提示,29
提醒,8
提高,3
提高效率,4
搜一,2
搜索,2
搜集,2
搭建,92
携同,2
撬动,5
撰写,22
撰文,1
擅于,4
擅长,4
支付,8
支持,43
支撑,11
收入,11
收集,21
改进,4
攻关,1
攻坚,19
攻略,4
放大,1
放权,2
政务,2
政府,11
政府部门,2
政法,1
政策,4
政策法规,1
故障,2
效果,40
效率,33
效益,2
效能,2
敏感度,1
教育,11
数字,19
数字化,28
数据,38
数据业务,2
数据库,1
数据模型,2
数据源,2
数据管理,2
数码,2
数量,1
整体,26
整合,54
整合营销,58
整理,1
文创,8
文化,6
文化产业,4
文娱,4
文旅,11
文案,12
文档,9
文章,5
新品,2
新增,12
新客,1
新游,3
新闻,5
方向,4
方式,2
方案,182
方案设计,17
方法,3
方法论,34
施行,2
旅游,1
旗下,4
时代,3
时间,6
智库,4
智能,3
最新动向,2
有业,1
有利于,1
有力,1
有序,2
有效性,2
服务,32
服务体系,3
服务商,24
服务器,1
服饰,2
本土,8
机会,10
机制,29
机构,4
机电,1
权益,1
材料,2
条款,13
来源,1
来访,2
板块,6
构建,26
构想,3
架构,2
架构师,11
标准,3
标准化,16
标杆,84
标的,7
标签,2
标类,1
树立,15
校园,2
样本,8
样板,5
核心,39
核心理念,3
案例,58
桥梁,1
梯队,6
梳理,130
棋牌,4
概念,4
模块,42
模型,10
模式,48
模板,16
模版,9
欠款,8
歌曲,1
氛围,2
水平,8
汇总,4
汇报工作,6
汽车行业,1
沉淀,48
沟通,76
注重,1
洞察,123
洞察力,2
活动,45
活跃,9
洽谈,21
流动,1
流程,70
流转,8
流量,17
测试,4
测试期,7
浏览器,1
海外版,6
海报,9
消耗,2
消费品,6
消费者,2
消费行为,1
涵盖,2
深入,9
深入研究,7
深耕,2
渔牧,7
渗透,8
渠道,136
渠道商,5
港台,2
游戏,137
游者,2
滚动,8
演讲,5
演进,5
漫画,2
潜力,18
激励,13
激情,2
灵活运用,3
热度,1
热点,11
热点话题,5
熟悉,11
爆款,3
爱玩,2
片区,5
版图,8
版块,6
版本,18
版权,9
物料,1
物流,2
牵头,1
牵引,2
特性,54
特色,5
独到,2
独立,7
王者,13
玩家,21
玩法,13
环节,1
现状,4
现状及,4
理解,5
理解力,1
理解能力,5
甄别,2
生产者,2
生命周期,25
生态,117
生态圈,12
生意,1
生活,2
生鲜,2
用户,139
用法,1
申请,2
电商,8
电子,4
电子书,2
电子市场,1
电视剧,1
电视台,1
电视机,2
电销,4
画师,2
界面,4
留存,7
番剧,2
疾控中心,6
痛点,52
盈利,22
盈利性,8
监修,1
监控,23
监测,11
监督,3
盘点,3
目标,143
直播,10
直销,6
相关,71
相应,4
看板,8
知名,5
知名度,7
知识,1
知识产权,1
知识库,3
矩阵,8
短信,2
短板,10
短片,1
矿业,5
研判,2
研究,9
研究成果,4
研究组,2
硬件,5
确保,59
碰撞,2
社交,32
社会,6
社会化,7
社区,14
社群,18
私域,6
科学,1
科学合理,1
科学界,1
科学管理,2
科技,6
科技化,2
秩序,1
积极主动,4
积极响应,2
积极探索,5
积淀,4
积累,1
移动,2
移动游戏,3
程序,3
稳定期,2
稿件,5
穿戴,2
突发事件,4
突破点,2
立体化,3
竞争,2
竞争对手,1
竞价,2
竞及,2
竞品,38
竞对,2
竞技,3
竞标,16
竞线,2
竞赛,12
竞速,4
端游,2
端线,2
策划,181
策展,1
策略,126
策略决策,2
筛选,21
筹备,12
签定,4
签约,7
签署,2
算法,6
管控,17
管理,67
管理体系,9
管理决策,3
管理层,6
管理工作,21
管理所,2
管理效率,2
管理机制,6
管理策略,4
类产品,1
类型,2
类目,2
粉丝,7
粘性,2
精准,13
精品,6
精细化,4
精英,25
精英赛,2
系列性,2
系统,6
系统优化,2
系统化,1
系统性,3
素材,37
紧密联系,2
线下,7
线条,2
线索,3
组建,7
组织,22
组织协调,1
细分,19
细化,1
细案,13
细节,2
细项,2
终端,9
终端产品,1
经历,2
经常性,2
经理,5
经纪,2
经营风险,8
经验,11
结合,27
结合点,12
结果,2
结案,1
结算,2
结论,5
给与,1
给出,14
统筹,84
统筹安排,4
维护,105
维权,2
维系,15
综合,1
综艺,2
编撰,2
编辑,2
网感,4
网服,2
网盟,1
网红,10
网约,1
网络,1
美术,2
美誉度,12
群体,4
老客户,1
考核,40
考量,2
职业,7
职业化,1
职位,2
职能,3
职责,1
联动,33
联合,12
联赛,1
聚焦,36
股东会,2
背景,1
能力,53
能够,15
能效,2
能源,1
能源行业,2
脚本,4
腰部,6
自主,1
自信,2
自制,1
自有,3
舆情,20
舆论,2
航司,5
航运,5
良性,4
艺人,4
艺术,1
节奏,8
节点,34
范围,6
药店,2
药械,2
获取,4
营地,1
营造,3
营销,193
营销中心,2
营销策划,14
营销者,2
落地,230
虚拟,2
融合,2
行业,335
行业动态,14
行业协会,8
行业性,3
行为,2
行成,2
行销,9
衍生,9
衍生品,5
衍生物,2
衔接,1
衡量,4
补贴,2
表格,2
表现,11
表达,1
表达能力,3
裂变,1
覆盖,13
覆盖度,7
覆盖率,1
观点,1
观赏性,2
观赛,1
规划,39
规划设计,1
规则,8
规模化,2
规范,2
视觉,3
视角,5
视频,50
角度,2
解决,16
解决办法,8
解决方案,218
解决问题,2
解析,2
解说,2
解读,7
触点,4
触达,10
计划,14
计收,2
计算,13
订单,2
认同,1
认知,19
认知度,1
认证,6
议题,10
记录,8
讲师,4
讲故事,1
讲解,2
论坛,1
设计,8
设计院,7
评估,20
评定,8
评审,4
评测,1
评论,2
识别,17
诉求,34
词曲,1
试点,2
试用,2
试验区,5
话术,2
话题,10
诠释,2
语音,2
读书,2
课件,2
课程,6
课程体系,4
课程内容,2
课程设计,2
课题,3
调优,7
调动,5
调性,2
调控,2
调整,2
调研,12
谈判,17
负责,507
负责人,5
负责管理,3
负面,2
财务,2
责任心,2
账号,1
账户,4
账款,10
质量,4
贴身,2
贴近,1
资格,2
资格证,2
资源,99
资源库,10
资源整合,14
资源管理,14
资源配置,2
资管云,2
赋能,31
赛事,35
赛区,1
赛道,9
赞助商,5
超强,2
趋势,4
趣味性,2
跟踪,18
跟进,173
跨媒体,1
跨学科,1
跨界,35
跨行业,5
跨部门,19
路径,11
路线图,2
转化,26
转化率,4
转售,1
转型,2
转换,1
转播,2
软件,2
轻工,2
辅助,3
输出,108
辖区,8
达成,106
运作,16
运用,6
运维,3
运营,165
运营商,12
进化,6
进展,6
进行,37
迭代,55
追踪,49
适合,8
适应,2
适配,3
选型,3
选手,2
选择,1
选题,12
通报,1
通用,1
通路,5
造星,5
逻辑,5
逻辑性,2
部委,5
部署,5
部门,13
配合,26
酒店,4
采买,1
采访,1
采集,1
里程碑,1
重大项目,8
重点,18
重点项目,12
量化,3
金融,13
金融业务,1
金融机构,2
针对性,25
钢铁行业,1
钱包,2
银行,6
银行业,6
链接,5
链条,2
链路,15
销售,159
销售业务,4
销售收入,6
销售策略,2
销售额,3
锁定,1
长期保持,4
长线,19
闭环,17
问题,4
阵地,6
阶段,11
阶段性,2
限于,70
集团,9
集团公司,2
集成商,18
集结,2
零售,25
需求,111
需求方,1
需要,4
静态,5
面向,23
面向社会,1
音乐,12
音视频,14
顶级,1
项目,122
项目管理,29
项目组,4
项目风险,2
顺利进行,2
预判,10
预埋,2
预算,23
预警,1
领先,1
领域,21
频道,2
颗粒,2
风险,19
风险管理,8
食品饮料,11
食饮,2
餐饮,2
驱动,7
驱动力,1
验收,11
验证,1
高品质,1
高层,22
高强度,4
高校,4
高管,2
高质量,1
魔方,1
