Job title,Business Group,Job location,Country of work,Job category,Responsibilities,Link to where the specific job is posted.
18302-全球知名IP新手游高级交互设计师（北京/深圳）,IEG,北京,中国,设计,"负责游戏产品相关交互设计，保证产品的可用性和易用性；
基于游戏世界观为游戏产品提供流程的UI体验设计，为最终的产品体验和效果负责;
参与游戏的用户研究，策划沟通，市场和运营沟通，并结合多方需求提供优秀的交互设计方案；
参与团队的专业化建设，提高团队专业水准。",http://careers.tencent.com/jobdesc.html?postId=1409762753282842624
18302-全球知名IP新手游-高级2D场景原画（北京/深圳）,IEG,北京,中国,设计,负责游戏中的场景美术设计；包括游戏中关卡概念图设计、道具物件原画设计，相关场景宣传图绘制等；协助3D场景的设计制作工作；协助优化场景环境在引擎中的实际视觉表现，跟进游戏内资产品质。负责游戏场景设计的外包规划和跟进反馈，保证设计品质，能良好的遵循项目整体风格。负责对接管理CP，提供明确需求到对应CP并且把控好输出品质。,http://careers.tencent.com/jobdesc.html?postId=1380063606296551424
18302-全球知名IP新手游-资深角色原画设计师（北京/深圳）,IEG,北京,中国,设计,"负责项目高品质角色原画输出表现；
负责人物的服装武器道具等设计
负责跟进版本内实现的效果；
负责协同外部画师跟进工作，把控品质
负责美宣工作的推进",http://careers.tencent.com/jobdesc.html?postId=1417654416424574976
TME-全民K歌UI设计师,TME,深圳,中国,设计,"负责前期视觉用户研究、设计流行趋势分析，视觉风格设定； 负责日常全民K歌手机端、电视端等各终端项目的UI设计和资源输出； 
能够团队合作，参与设计流程和规范的制定，保证团队规范的有效执行； 
负责与开发同事沟通保证UI设计在实际手机中的实现效果完美呈现及各种极限情况的妥善处理； 
能够发掘和思考产品未来的发展和设计方向，参与团队的专业化建设和知识传播。
",http://careers.tencent.com/jobdesc.html?postId=0
40163-《王者荣耀·世界》场景概念设计师（上海）,IEG,上海,中国,设计,"参与概念组的世界观概念的呈现设计和创作探索，从无到有的设计与美术定调。
基于单体设计的key art呈现，对场景美术的调性进行探索和验证。
对游戏IP的调性与美学进行长期的探索。
",http://careers.tencent.com/jobdesc.html?postId=0
40163-《王者荣耀·世界》角色概念设计师（上海）,IEG,上海,中国,设计,"对区域关键角色进行设计和定调；
参与概念组的世界观概念的呈现设计和创作探索，从无到有的设计与美术定调；
对游戏IP的调性与美学进行长期的探索；
",http://careers.tencent.com/jobdesc.html?postId=0
41310-PUBGM CG动画师（导演方向）,IEG,深圳,中国,设计,"1：完成PUBG MOBILE项目的的需求，包括CG视频创意策划、渲染等导演及执行工作；
2：能够设计游戏角色动作/姿势；
3：通过渲染中表演和动作以有意义的方式有效地讲故事；
4：使用数字工具为创意资产，视频游戏和其他项目创建高质量的动画；
5：与跨职能团队（如计划，运营，建模，原始绘画和特殊效果）合作以完成动画工作；
6：负责CG生产的预计划，技术评估，进度和质量控制；
7：负责代理和第三方资源的开发和管理；
8：在整个生产过程中进行有效的项目管理和优先级评估；
9：为积极学习和共享知识以实现共同目标的协作团队氛围做出贡献。
",http://careers.tencent.com/jobdesc.html?postId=1440989708761964544
15571-游戏界面高级交互设计师,IEG,深圳,中国,设计,"负责设计游戏产品用户行为及产品的信息构架，保证游戏体验的可用性；
结合世界观负责游戏产品的规划构思，归纳用户的游戏目标和用户体验流程；
参与用户研究，根据用户研究的结果对设计方案进行优化； 
负责对现有游戏产品的可用性测试和评估提出改进方案，持续优化游戏产品的用户体验；
参与团队专业建设，建设设计规范，统筹交互设计一致性，把控游戏产品中交互最终输出质量。",http://careers.tencent.com/jobdesc.html?postId=0
15575-《王者荣耀》资深影视场景概念设计师（成都）,IEG,成都,中国,设计,"负责王者荣耀大电影、动画剧集、CG动画的美术概念探索和设计；
负责与外部团队对接，代表官方对影视动画中的场景概念设计进行沟通和反馈；
与王者荣耀影视动画组导演、视效制作等其他环节同事配合，共同完成动画的创作；",http://careers.tencent.com/jobdesc.html?postId=1413377435092656128
15575-《王者荣耀》资深影视3D美术师（成都）,IEG,成都,中国,设计,"负责王者荣耀动画大电影、CG短片和3D剧集中角色和场景模型材质的监修；
与王者荣耀影视动画组导演和2D同事配合，共同完成后期各视效环节的创作和监修；
负责与外部制作团队沟通对接，代表官方对王者IP影视动画的模型和后期视效品质进行反馈；",http://careers.tencent.com/jobdesc.html?postId=1413377438313881600
15575-《王者荣耀》高级影视动画师（成都）,IEG,成都,中国,设计,"负责王者荣耀官方影视3d动画、2d动画的动作表演设计和监修；
负责与外部团队对接，代表官方对影视动画制作进行沟通和反馈；
与王者荣耀影视动画组导演、视效制作等其他环节同事配合，共同完成动画的创作；

",http://careers.tencent.com/jobdesc.html?postId=1413377437315637248
15575-《王者荣耀》资深影视角色概念设计师（成都）,IEG,成都,中国,设计,"负责王者荣耀大电影、动画剧集、CG动画的角色概念设计；
负责与外部团队对接，代表官方对影视动画中的角色设计进行沟通和反馈；
与王者荣耀影视动画组导演、视效制作等其他环节同事配合，共同完成动画的创作；",http://careers.tencent.com/jobdesc.html?postId=1413377436669714432
41310-PUBGM 海外多媒体设计,IEG,深圳,中国,设计,"1：熟悉游戏文化类IP产品的整体规划、品牌管理、内容建设及产品把控；
2：构建IP产品运营体系，梳理、解读IP内涵，制定和实施PUBG MOBILE推广内容创意及执行；
3：负责外包资源的审核修改，包括对外包资源制作进行审核修改，统一风格，提高制作品质；
4：负责相关agency资源的开发与维护； 
5：通过项目沉淀及竞品素材分析，沉淀出切实有效的方法论，并推广应用；
6：主动引导团队成员一起进行知识分享，营造主动学习、分享和共同进步的团队氛围.
",http://careers.tencent.com/jobdesc.html?postId=1440989707692417024
15579-英雄联盟手游-高级3D角色模型设计师（深圳）,IEG,深圳,中国,设计,"1、根据版本内容需求，完成角色高低模资源，
2、根据原画高度还原角色的光感质感等；
3、管理并反馈外包美术品质及推动内部团队制作；
4、定期发布报表帮助项目组优化生产流程，针对产生的环节问题和痛点给予建设性解决方案；",http://careers.tencent.com/jobdesc.html?postId=1450041577404637184
15579-英雄联盟手游-高级游戏美术动画师（深圳）,IEG,深圳,中国,设计,"1、负责游戏中3D角色动画的设计和制作；
2、管理并反馈外包美术品质并推动资产交付；
3、进行日常美术资产管理与整理；
4、日常整合整理场景相关美术资产，优化场景美术制作及技术规范流程，编写项目规范文档，推动引擎及功能研发；",http://careers.tencent.com/jobdesc.html?postId=1450041472790306816
15579-英雄联盟手游-高级3D场景设计师（深圳）,IEG,深圳,中国,设计,"1、使用项目引擎制作符合产品风格的场景关卡资源；
2、日常整合整理场景相关美术资产，优化场景美术制作及技术规范流程，编写项目规范文档，推动引擎及功能研发；
3、管理并反馈外包美术品质并推动资产交付；
4、根据原画高度还原整体环境中的光感质感等。",http://careers.tencent.com/jobdesc.html?postId=1450041428041277440
15579-英雄联盟手游-高级2D场景设计师（深圳）,IEG,深圳,中国,设计,"1.完成版本需求的原画设计工作
2.熟悉与熟练所有与工作相关的软件和工具，能够独立解决工作任务以及合理排期任务
3.协助原画组内与下个环节进行的工作计划定制，跟踪和维护确保需求按计划完成
4.定期发布报表帮助项目组优化生产流程，针对产生的环节问题和痛点给予建设性解决方案
5.合理梳理风险流程和预演节点",http://careers.tencent.com/jobdesc.html?postId=1449987809803771904
15579-英雄联盟手游-高级2D角色概念设计师（深圳）,IEG,深圳,中国,设计,"1.完成版本需求的角色原画设计工作
2.协助原画组内与下个环节进行的工作计划定制，跟踪和维护确保需求按计划完成
3.定期发布报表帮助项目组优化生产流程，针对产生的环节问题和痛点给予建设性解决方案
4.合理梳理风险流程和预演节点",http://careers.tencent.com/jobdesc.html?postId=1449987744779476992
41317-海外创意设计师,IEG,深圳,中国,设计,"1、负责腾讯游戏海外发行的广告创意输出，类型包括但不限于平面\视频网媒等
2、统筹、管理各类供应商的创意项目协作，创意需求、规范制定输出，项目进度把控，出品品质把控等
3、对全球市场各区域当下优秀的广告，视觉创意趋势等内容进行收集和分析，能针对不同品类游戏和情况制作符合当下特定市场的创意内容
4、参与海外用户市场研究工作，能结合数据分析，准确洞察用户需求，提取用户下载元素中的爆点，持续优化迭代广告素材创意策略，提升用户留存和对产品的粘性
",http://careers.tencent.com/jobdesc.html?postId=1334730178076614656
15687-Senior Technical Artist/高级游戏技术美术(深圳),IEG,杭州,中国,设计,"和美术人员，引擎程序员一起设计渲染方案，编写Shader，实现美术效果；
发现美术pipeline中出现的问题，开发工具提高美术工作流效率；
和美术人员，引擎程序员一起研究美术工具和游戏引擎的新特性，制作效果展示Demo，技术推广应用；
设计美术资源规范，确保引擎规范的执行；
对游戏性能进行Profiling，设计优化方案；
和美术人员，引擎程序员一起解决工具引擎日常使用过程中出现的问题。
 Create tools to improve the workflow efficiency of the art team (this includes 3dsMax/Maya scripts, but also standalone scripts and software);
Work with the engineering team to develop features, both for the game engine and for tools/asset pipelines;
Work with all the art departments (environment, characters, VFX, animation, etc.) to ensure all dependencies are met;
Help the team develop workflows and standards for efficient content generation;
Help the art team in using engine and pipeline tools;
Help drive framerate and memory optimization of the game;
Develop visual features of the game;
Support the content team in debugging issues with the game and tools.",http://careers.tencent.com/jobdesc.html?postId=0
27141-知名IP射击手游高级3D角色设计师（深圳）,IEG,深圳,中国,设计,"负责游戏中的角色3D模型与贴图制作；
制定手游3D角色资源相关制作规划；
负责跟进3D角色模型的外包制作工作； 
与团队其他组员保持良好的沟通，保证项目的质量与进度。",http://careers.tencent.com/jobdesc.html?postId=0
15583-美术支持组-资深3D特效设计师,IEG,深圳,中国,设计,"高效的完成特效的设计及制作，能输出设计标准、标杆、规范；
与其他美术模块、程序、TA紧密沟通合作；
与团队其他组员保持良好的沟通，衔接好上下游，配合程序、TA优化调整特效资源，保证版本内高品质特效效果；
负责跟进外包资源品质，反馈修改意见，把控外包资源顺利合入版本无误。",http://careers.tencent.com/jobdesc.html?postId=1427218455790100480
15583-美术支持组-资深2D角色原画,IEG,深圳,中国,设计,"配合产品与项目要求制定游戏美术风格，能输出角色原画设计标准标杆规范；
参与具体角色设计任务，审核外包提交的原画设计稿；
积累和共享原画设计经验，分享设计经验，带动提升团队设计能力和水平；
与团队其他组员保持良好的沟通，衔接好上下游，保证最终表现效果；
能持续探索角色设计风格与方向。",http://careers.tencent.com/jobdesc.html?postId=1377811269930721280
15583-美术支持组-资深3D特效设计师,IEG,深圳,中国,设计,"高效的完成特效的设计及制作，能输出设计标准、标杆、规范；
与其他美术模块、程序、TA紧密沟通合作；
与团队其他组员保持良好的沟通，衔接好上下游，配合程序、TA优化调整特效资源，保证版本内高品质特效效果；
负责跟进外包资源品质，反馈修改意见，把控外包资源顺利合入版本无误。",http://careers.tencent.com/jobdesc.html?postId=1430002313702940672
15583-美术支持组-资深3D动作设计师(深圳),IEG,深圳,中国,设计,"配合项目主美术，负责体育类角色写实动画制作；
可以利用MB，3dMAX进行动补文件的节奏，形体调整，修改
配合策划，运营，模型，原画，特效等环节协同完成动画整体调优；
负责管理动画外包的跟进，反馈，提优。",http://careers.tencent.com/jobdesc.html?postId=1410144840708005888
15583-美术支持组-资深3D角色美术,IEG,深圳,中国,设计,"1.参与设定3D角色工作流程并设立3D角色品质标准；
2.负责3D角色相关资源制作、优化、以及引擎合入等相关工作，
3.负责跟进3D角色相关资源外包制作与管理工作。
4.与团队其他组员保持良好的沟通，保证项目的质量与进度。",http://careers.tencent.com/jobdesc.html?postId=1435896580799471616
15583-美术支持组-资深3D动作设计师,IEG,深圳,中国,设计,"1、负责完成 3D 角色模型骨骼绑定、蒙皮及相关动作制作；
2、负责设计制作出流畅的角色动画；
3、协助团队把控动画外包的制作质量及相关验收标准；
4、负责动作资源整合，并输出到引擎。",http://careers.tencent.com/jobdesc.html?postId=1435896581852241920
15583-美术支持组-资深3D角色美术,IEG,深圳,中国,设计,"负责美宣角色素材的品质
制定3D角色品质标准和资源规划；
跟进角色宣传素材的品质和外包品控；
负责跟进3D角色模型的外包制作工作；
与团队其他组员保持良好的沟通，保证项目的质量与进度；

",http://careers.tencent.com/jobdesc.html?postId=1438442622266908672
15583-美术支持组-高级3D特效设计师（深圳）,IEG,深圳,中国,设计,"负责游戏的特效制作，包含人物特效、场景氛围以及装饰特效等；
设计游戏中界面动态响应效果；优化性能表现；
与项目组开发人员深入沟通，准确实现项目开发需求。",http://careers.tencent.com/jobdesc.html?postId=1410122996382703616
15583-美术支持组-高级3D特效设计师（深圳）,IEG,深圳,中国,设计,"负责游戏的特效制作，包含人物特效、场景氛围以及装饰特效等；
设计游戏中界面动态响应效果；优化性能表现；
与项目组开发人员深入沟通，准确实现项目开发需求。",http://careers.tencent.com/jobdesc.html?postId=1372846230916308992
15583-美术支持组-高级2D场景设计师（深圳）,IEG,深圳,中国,设计,"负责风格化场景设计整合；游戏的宣传图绘制等原画设计工作
针对不同风格的多元化设计都可以有很好的理解，细节把握到位。能根据完成原画和3D进行良好的沟通。

",http://careers.tencent.com/jobdesc.html?postId=1372846229699960832
15583-美术支持组-高级3D动画设计师(深圳),IEG,深圳,中国,设计,"负责游戏的动画制作；包含动画设计RIG和引擎方面的合入对接工作；
与项目组开发人员深入沟通，准确实现项目开发需求。
",http://careers.tencent.com/jobdesc.html?postId=1372846228429086720
15583-美术支持组-资深3D动作美术,IEG,深圳,中国,设计,"负责游戏中的角色3D动作和角色展示表演动画制作；
3D动作外包对接跟进；
推动项目动画技术和品质的提高；
与团队其他组员保持良好的沟通，保证项目的质量与进度；
配合项目要求，改进游戏动作体验。",http://careers.tencent.com/jobdesc.html?postId=1377811268693401600
15583-美术支持组-资深3D角色美术,IEG,深圳,中国,设计,"负责游戏中角色3D风格和标准制作；
制定3D角色品质标准和资源规划；
负责跟进3D角色模型的外包制作工作；
与团队其他组员保持良好的沟通，保证项目的质量与进度。
",http://careers.tencent.com/jobdesc.html?postId=1377811267506413568
15583-美术支持组-手游2D原画设计师（深圳）,IEG,深圳,中国,设计,"1、负责移动端，游戏项目中角色立绘，合成等内容创意设计及执行；
2. 有一定的场景设计能力，对室外场景的风格，气氛图，物件设计的效果进行把控，外包的设计对接，修改指导。
3.能驾驭体育类，写实风格，产出高标准视觉设计并引导团队提高设计质量。",http://careers.tencent.com/jobdesc.html?postId=1366293150523465728
18302-王者荣耀IP《代号:破晓》高级特效设计师（深圳/上海）,IEG,深圳,中国,设计,"负责游戏中角色特效、场景特效的设计和制作；
推动项目特效编辑器的持续完善，特效性能优化；
与其它团队成员一起解决技术难题和其他挑战；
审核外包提交的3D特效资源，并指导外包制作。",http://careers.tencent.com/jobdesc.html?postId=1283274443203813376
18302-王者荣耀IP《代号:破晓》高级动画设计师（深圳/上海）,IEG,深圳,中国,设计,"根据角色设计，结合玩法，制定主角和怪物动画表现风格；
负责高品质的角色技能设计，怪物技能设计，建立品质标准；
参与gameplay设计，负责与策划联调手感;
制定动画标准，负责外包输出品质把控；
",http://careers.tencent.com/jobdesc.html?postId=1415316354277318656
15569-UE4知名IP大世界写实赛车手游-高级场景原画师（深圳）,IEG,深圳,中国,设计,"根据项目风格，负责手游中的场景气氛设定，地图的规划布局，建筑及场景道具等原画设计工作；
负责场景外包资源的品质监督与反馈，统一场景整体风格，跟进场景全流程；
协助3D场景设计师整合优化场景资源以及最终效果优化，并为之提供启发和灵感；
热爱竞速题材，配合角色原画和世界观同事进行游戏的概念设计创作。",http://careers.tencent.com/jobdesc.html?postId=0
15605-高级\资深技术美术（深圳\北京\上海）,IEG,深圳,中国,设计,"设计、编写游戏中的Shader；
为场景和角色美术搭建Lookdev环境，确保美术资产在不同光照环境下的效果表现；
与图形开发协作，实现渲染特性，并推进其在项目中的落地；
支持美术和开发团队，解决生产中遇到的问题；
编写并维护技术文档，向美术推广新工具和最佳实践。",http://careers.tencent.com/jobdesc.html?postId=1371661501588316160
40163-天美L2预研项目-资深UE4技术美术师（成都）,IEG,成都,中国,设计,"协助美术定制角色骨架和面部骨架，以及动画资源的工具和处理；
美术开放世界的地形地貌和建筑的管线的搭建和制作支持；
协助美术搭建和制作Substance的贴图管线；
协助美术制定材质，贴图，打光规范；
协助美术的特效相关的表现制作和标准制定。",http://careers.tencent.com/jobdesc.html?postId=1382579815114088448
TEG17-高级动画师,TEG,深圳,中国,设计,"参与动画管线的研发与技术demo的制作，和绑定、TA和算法研究人员一起，优化与动画相关工作的开发流程，并跟进动作在引擎里的实现效果；
参与虚拟人角色的研发与制作，包括根据角色的形象和风格制作对应的表情口型库，制定并优化动画标准与制作规范；
管理并把控外包的制作，有较好的的沟通能力，能指导外包资源的审核修改及外包团队的培养；
参与规划动作捕捉拍摄并指导动捕演员，以确保艺术视觉效果并优化动捕动作质量。",http://careers.tencent.com/jobdesc.html?postId=1413425028606730240
24548-总体设计师,PCG,深圳,中国,设计,"1.负责腾讯视频线下实景娱乐项目的功能平面布局、项目玩法、特技分析、投影分析、灯光分析等类的图纸设计工作。
2.负责对建筑、装饰、强弱电等专业进行设计条件的提资。
3.负责与创意策划、美术、项目经理、第三方供应商对接，确保项目落地性及效果呈现。
4.负责把控前期规划的整体空间布局、荷载、消防逃生、暖通、给排水、建声等，并提出合理性建议。
5负责对项目前期规划的人流动线、流量计算进行分析，提出合理性指导意见。",http://careers.tencent.com/jobdesc.html?postId=0
48547-高级视觉设计师,IEG,深圳,中国,设计,"1.负责游戏相关数据平台宣发和创意设计支持工作：依照业务需求、市场趋势、用户诉求等制定品牌平面设计方案及整体视觉包装方案；
2.负责参与创意设计的前期设计构思，为项目提供视觉设计方案，并推动方案的落地实施；
3.负责参与设计经验沉淀和分享、推动提升团队专业能力。",http://careers.tencent.com/jobdesc.html?postId=0
48547-高级多媒体设计师,IEG,深圳,中国,设计,"1. 负责游戏推广运营等视频创意设计工作，根据项目及市场需求，高效输出符合需求的创意脚本提案，并进行落地实现制作；
2. 能驾驭多种设计风格，输出多元化的动态实现方案，并基于游戏卖点及对应市场的文化与潮流，整理分析并归纳设计趋势及创意洞察；
3. 编写广告素材脚本，与团队沟通方案后输出分镜或layout，并推动执行，外部动态视频的跟进与成品质量把控。",http://careers.tencent.com/jobdesc.html?postId=0
48547-高级交互设计师,IEG,深圳,中国,设计,"1. 负责游戏相关数据、运营、创作等平台交互体验梳理工作，并参与产品整体视觉风格讨论及定调；
2. 参与产品的功能设计讨论，挖掘典型使用场景、分析产品需求，优化产品的交互信息架构与任务流程，对产品的可用性测试和评估提出改进方案，负责提升产品的可用性、易用性体验； 
3. 梳理产品设计规范，推动规范在团队执行，让体验更一致，迭代更高效。",http://careers.tencent.com/jobdesc.html?postId=0
48547-产品体验设计师,IEG,深圳,中国,设计,"1. 负责游戏相关数据、运营、创作等平台的产品体验设计工作，并负责产品整体设计方案制定；
2. 参与产品架构梳理，需求的讨论制定，确立设计目标， 参与服务体验设计，给出有效的解决方案，并推动方案的落地;
3. 与产品及研发团队紧密配合，准确表达产品需求，配合完成开发、测试，保证产品按时高质量发布;
4. 梳理产品设计规范，推动规范在团队执行，让体验更一致，迭代更高效。",http://careers.tencent.com/jobdesc.html?postId=0
15614-游戏视频设计师,IEG,上海,中国,设计,"负责游戏品宣视频的录制和卓
负责游戏官方短视频账号的运营及内容制作
把控视频类三方与官方素材的质量",http://careers.tencent.com/jobdesc.html?postId=0
41309-资深视觉设计师,IEG,深圳,中国,设计,"1、5年以上视觉设计/美术相关经验；3年以上市场推广营销或广告相关从业经验
2、有较丰富游戏经验，熟悉国内外游戏行业动态，对游戏、动漫、电影等领域有深入的了解，对不同题材的视觉元素构成有系统认知。热爱二次元文化及相关ACG内容。
3、?具有较强的沟通表达能力，能够为产品和项目输出视觉创意解决方案以对执行模块进行专业的视觉指导（包含平面，网络媒体，视频等模块的视觉基调把控）。
4、有海外广告设计经验者优先。
",http://careers.tencent.com/jobdesc.html?postId=0
41309-UE4 3D美术,IEG,深圳,中国,设计,"负责海外游戏发行及市场宣发所有相关3D资产的管理，提升市场宣发素材的3D美术呈现效果及执行效率；
负责ue4各类角色、场景，道具制作，精通全流程次时代角色建模，能够绘制与制作pbr贴图与材质；
熟悉ue4引擎，并能将其他软件中制作好的模型导入到引擎中进行灯光烘焙，并完成渲染输出；
有独立完成单个美术流程能力，对于模型面数等技术要求有良好的把控能；
对接研发美术相关人员，编辑优化并管理游戏资源；
根据项目需求分发资产给外部供应商，并指导美术相关表现效果呈现
",http://careers.tencent.com/jobdesc.html?postId=0
48377-高级游戏UX设计师（深圳）,IEG,深圳,中国,设计,"1、负责新项目整体交互设计框架，与策划、UI美术共同拟定游戏交互风格；
2、负责游戏的交互设计、信息架构，分析需求，梳理玩家体验路径，产出设计原型和说明文档；
3、多岗位协作，保证功能、视觉、动效、世界观设定等各方面的和谐完整，规划制作进度，验收和把控设计方案落地效果；
4、参与交互规范的制定和维护，深入理解产品，为美术表现和交互体验提供创意方案，提升界面体验品质；",http://careers.tencent.com/jobdesc.html?postId=1425663876317323264
15573-MMORPG UE4手游3D动画设计师（上海）,IEG,上海,中国,设计,"负责手游次世代级别角色动作设计制作，熟悉MMORPG游戏、ARPG游戏的动画设计； 
熟悉3DMAX骨骼和UE4的动画、骨骼设计；
与程序策划同事沟通实现方式，保证动作在游戏中的效果。",http://careers.tencent.com/jobdesc.html?postId=1332173428303601664
40163-王者荣耀IP手游《代号：启程》3D动画设计师（成都）,IEG,成都,中国,设计,"负责3D角色动作设计制作；以及镜头表演类动画制作；
负责高质量gameplay动画的创建，结合游戏玩法，创建核心游戏机制；
负责动画系统的创建、迭代和优化，推动改进动画管线；",http://careers.tencent.com/jobdesc.html?postId=1390930361290072064
40163-王者荣耀IP手游《代号：启程》资深游戏交互设计师,IEG,成都,中国,设计,"跟进项目开发需求，并根据业务及体验需求提供完整的交互解决方案；?
在日常工作中，注意规范的总结与完善，并与现行设计规范保持统一，确保体验的完整性一致性；
与视觉/动效/程序保持良好的协作，确保方案高品质落地，达成产品目标；
持续体验并关注游戏的使用反馈，主动推进用户体验的迭代优化；",http://careers.tencent.com/jobdesc.html?postId=1390930360027586560
29910-QQ浏览器搜索产品体验设计师,PCG,深圳,中国,设计,"负责QQ浏览器搜索相关设计；
参与产品的前期规划与用户研究，合理洞察用户真实需求，提出系统化的解决方案，制定清晰的设计规划，并推动方案在项目中的实施；
定期结合用户反馈及使用数据，对设计效果进行有效复盘，持续优化产品体验并推进实施落地，对产品最终的体验质量负责。",http://careers.tencent.com/jobdesc.html?postId=1423464231256203264
15687-高级美宣原画设计师(深圳),IEG,深圳,中国,设计,"负责各攻坚项目的宣传类需求，其中包括独立海报设计，多人海报设计以及高模宣传的细化调优；
适应项目风格，掌握产品宣传阶段的商业化要求所需，稳定输出的同时帮助项目提升美术整体品质。",http://careers.tencent.com/jobdesc.html?postId=1326459141069217792
17229-和平精英-资深3D角色设计师 （上海）,IEG,上海,中国,设计,"根据原画制作高中低模，模型的大型、结构及颜色都紧跟项目品质要求；
资源导入引擎进行调试材质球及贴图绘制并在游戏里验收最终效果；
还原2D原画的各类表现
构建游戏3D空间
定制产品3D表现技术标准和制作流程。",http://careers.tencent.com/jobdesc.html?postId=1423128982072598528
17229-和平精英-资深动画设计师（上海）,IEG,上海,中国,设计,"为角色赋予生命?
搭建各类角色骨骼，根据引擎需求制作各类动画及特效表现?
定义动画及特效的表现风格?
创建标准技术规范，定义技术流程
与程序沟通技术实现方式",http://careers.tencent.com/jobdesc.html?postId=1423128983297335296
17229-和平精英-资深2D场景概念设计师（上海）,IEG,上海,中国,设计,"负责产品的美术风格定位，以及世界观的还原展现
定义角色、物品、图标、建筑等整体资源的设定和统一性?
与后续的3d工作的沟通交流和跟进?
对可外包资源进行详细设计",http://careers.tencent.com/jobdesc.html?postId=1423128980768169984
17229-和平精英-资深2D角色概念设计师（上海）,IEG,上海,中国,设计,"负责产品的美术风格定位，以及世界观的还原展现?
定义角色、物品、图标、建筑等整体资源的设定和统一性?
与后续的3d工作的沟通交流和跟进
对可外包资源进行详细设计",http://careers.tencent.com/jobdesc.html?postId=1423128979484712960
15605-资深游戏特效设计师（上海）,IEG,上海,中国,设计,"有一定的美术基础和较好的审美能力；
对游戏特效技术领域有系统的了解和关注，有探索和研究精神；
具备良好的学习和解决问题的能力，有良好的沟通能力和团队协作意识，能承受一定的工作压力；
能够制作特效贴图或技能设计稿，有手绘序列贴图经验者优先。",http://careers.tencent.com/jobdesc.html?postId=1380345706895646720
